station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
ST3,Southern,2012-07-09,20.0,12.4,8.0,23.1,10.8,29.7,5.6,0.39,Bottom Water,25.0,10.4,7.8,23.6,11.1,28.6,6.4,0.41,22.24556667,114.0321333,6,-1.0999999999999979
ST3,Southern,2012-09-14,18.0,7.7,8.3,28.2,4.3,29.8,8.3,0.18,Bottom Water,18.0,6.5,8.2,28.3,7.7,29.5,10.0,0.2,22.24556667,114.0321333,6,-0.3000000000000007
ST3,Southern,2012-11-09,2.1,5.6,7.8,32.2,5.2,25.4,5.2,0.26,Bottom Water,2.6,6.3,7.8,32.2,6.9,25.0,8.3,0.26,22.24556667,114.0321333,6,-0.3999999999999986
ST3,Southern,2013-01-04,4.3,7.7,7.7,33.4,2.6,18.3,2.9,0.11,Bottom Water,4.6,7.8,7.7,33.4,2.5,18.3,3.3,0.11,22.24556667,114.0321333,6,0.0
ST3,Southern,2013-03-13,0.8,8.2,7.7,31.5,0.3,20.5,0.9,0.22,Bottom Water,4.4,8.1,7.7,31.5,4.1,20.0,0.8,0.23,22.24556667,114.0321333,6,-0.5
ST3,Southern,2013-05-29,19.0,10.5,8.4,25.3,1.4,27.2,2.5,0.54,Bottom Water,29.0,8.4,8.2,26.0,1.7,25.9,2.9,0.52,22.24556667,114.0321333,6,-1.3000000000000007
ST3,Southern,2013-07-17,23.0,8.0,8.4,26.7,1.2,27.8,2.3,0.34,Bottom Water,13.0,7.4,8.3,27.0,2.1,27.5,3.1,0.36,22.24556667,114.0321333,6,-0.3000000000000007
ST3,Southern,2013-09-25,2.7,2.8,8.2,27.7,4.3,29.1,2.8,0.4,Bottom Water,2.7,5.9,8.2,27.6,5.3,28.4,8.9,0.42,22.24556667,114.0321333,6,-0.7000000000000028
ST3,Southern,2013-11-14,2.0,5.3,8.0,31.9,5.8,23.8,5.8,0.26,Bottom Water,1.8,6.1,8.0,32.0,6.8,23.9,7.8,0.26,22.24556667,114.0321333,6,0.09999999999999787
ST3,Southern,2014-01-09,1.5,5.2,8.0,32.8,3.5,17.3,2.2,0.26,Bottom Water,1.5,7.5,8.0,32.8,3.9,17.3,2.6,0.27,22.24556667,114.0321333,6,0.0
ST3,Southern,2014-03-24,1.1,4.4,7.8,32.7,2.4,18.8,3.4,0.42,Bottom Water,0.7,7.3,7.8,32.6,4.1,18.1,7.7,0.4,22.24556667,114.0321333,6,-0.6999999999999993
ST3,Southern,2014-05-15,2.4,6.3,8.1,26.4,1.9,25.8,1.8,0.7,Bottom Water,2.9,5.8,8.0,27.7,3.2,25.0,4.7,0.61,22.24556667,114.0321333,6,-0.8000000000000007
ST3,Southern,2014-07-14,32.0,5.9,8.4,25.3,2.7,29.4,3.9,0.28,Bottom Water,29.0,6.3,8.1,26.4,2.6,28.5,3.3,0.31,22.24556667,114.0321333,6,-0.8999999999999986
ST3,Southern,2014-09-12,5.0,4.6,7.6,29.3,3.0,29.2,5.2,0.4,Bottom Water,6.2,4.4,7.5,29.3,3.0,29.2,4.5,0.4,22.24556667,114.0321333,6,0.0
ST3,Southern,2014-11-12,26.0,8.6,8.1,32.6,3.4,25.2,4.4,0.1,Bottom Water,24.0,9.0,8.1,32.6,3.9,25.2,4.5,0.14,22.24556667,114.0321333,6,0.0
ST3,Southern,2015-01-08,4.6,6.1,8.0,31.9,7.1,18.3,1.6,0.08,Bottom Water,16.0,9.3,8.0,32.0,6.3,18.1,2.8,0.11,22.24556667,114.0321333,6,-0.1999999999999993
ST3,Southern,2015-03-12,1.7,6.4,7.7,32.1,2.7,18.4,2.0,0.3,Bottom Water,1.6,6.9,7.7,32.1,3.0,18.4,3.2,0.3,22.24556667,114.0321333,6,0.0
ST3,Southern,2015-05-15,18.0,7.7,8.2,27.4,2.7,27.4,2.4,0.47,Bottom Water,10.0,5.3,8.0,28.9,4.2,26.1,5.2,0.46,22.24556667,114.0321333,6,-1.2999999999999972
ST3,Southern,2015-07-02,21.0,9.5,8.4,24.0,3.1,29.0,3.1,0.36,Bottom Water,23.0,5.8,8.2,25.1,3.4,27.8,4.3,0.42,22.24556667,114.0321333,6,-1.1999999999999993
ST3,Southern,2015-09-14,5.0,5.3,8.0,29.8,4.4,27.4,2.9,0.36,Bottom Water,7.6,6.6,8.0,29.8,4.2,27.2,20.0,0.34,22.24556667,114.0321333,6,-0.1999999999999993
ST3,Southern,2015-11-13,1.8,4.5,7.6,32.0,6.1,25.8,19.0,0.28,Bottom Water,1.5,5.7,7.7,32.1,18.3,25.8,43.0,0.3,22.24556667,114.0321333,6,0.0
ST3,Southern,2016-01-08,5.9,7.2,7.6,31.3,3.1,20.4,1.7,0.34,Bottom Water,4.4,8.1,7.6,31.3,2.9,20.3,3.0,0.34,22.24556667,114.0321333,6,-0.09999999999999787
ST3,Southern,2016-03-19,10.0,8.2,8.1,31.0,3.1,17.1,2.9,0.24,Bottom Water,3.8,7.2,8.0,31.2,2.7,17.0,16.0,0.18,22.24556667,114.0321333,6,-0.10000000000000142
ST3,Southern,2016-05-16,7.6,7.0,7.7,28.7,1.4,24.9,5.8,0.22,Bottom Water,4.0,6.6,7.6,30.7,2.5,24.4,8.8,0.17,22.24556667,114.0321333,6,-0.5
ST3,Southern,2016-07-22,27.0,6.3,8.5,26.6,2.6,29.1,21.0,0.09,Bottom Water,14.0,10.4,8.1,27.5,2.7,27.2,21.0,0.32,22.24556667,114.0321333,6,-1.9000000000000021
ST3,Southern,2016-09-21,2.4,5.1,8.1,30.5,5.1,28.6,6.4,0.31,Bottom Water,1.5,5.2,8.1,30.4,5.0,28.3,8.4,0.31,22.24556667,114.0321333,6,-0.3000000000000007
ST3,Southern,2016-11-14,2.3,6.1,7.7,31.3,6.1,25.7,17.0,0.22,Bottom Water,1.6,5.9,7.7,31.2,9.8,25.1,24.0,0.24,22.24556667,114.0321333,6,-0.5999999999999979
ST3,Southern,2017-01-14,1.8,6.4,8.0,30.2,4.5,19.6,13.0,0.32,Bottom Water,1.1,6.5,8.0,30.2,4.7,19.6,20.0,0.31,22.24556667,114.0321333,6,0.0
ST3,Southern,2017-03-09,2.6,7.2,7.7,31.5,3.0,18.0,2.1,0.23,Bottom Water,2.1,7.8,7.7,31.5,3.0,17.9,1.9,0.24,22.24556667,114.0321333,6,-0.10000000000000142
ST3,Southern,2017-05-18,2.8,5.7,8.2,29.4,2.4,26.3,1.1,0.39,Bottom Water,2.5,6.2,8.1,29.4,1.0,26.1,2.5,0.38,22.24556667,114.0321333,6,-0.1999999999999993
ST3,Southern,2017-07-19,9.4,6.4,8.2,19.6,2.3,28.3,4.6,0.39,Bottom Water,21.0,7.0,8.1,22.5,0.9,27.7,9.2,0.35,22.24556667,114.0321333,6,-0.6000000000000014
ST3,Southern,2017-09-15,12.0,8.8,8.0,26.8,3.4,29.0,8.1,0.33,Bottom Water,20.0,7.6,7.9,27.2,1.8,28.6,12.0,0.39,22.24556667,114.0321333,6,-0.3999999999999986
ST3,Southern,2017-11-10,1.9,6.3,7.9,32.9,4.2,25.8,20.0,0.18,Bottom Water,2.2,6.0,7.9,32.9,18.2,25.1,39.0,0.19,22.24556667,114.0321333,6,-0.6999999999999993
ST3,Southern,2018-01-15,3.8,7.6,8.1,32.3,8.9,17.0,10.0,0.18,Bottom Water,3.9,7.2,8.1,32.5,8.3,16.5,9.6,0.2,22.24556667,114.0321333,6,-0.5
ST3,Southern,2018-03-21,0.7,6.9,7.6,31.6,4.5,19.4,7.9,0.3,Bottom Water,1.1,6.9,7.6,31.6,4.4,19.3,9.8,0.29,22.24556667,114.0321333,6,-0.09999999999999787
ST3,Southern,2018-05-04,15.0,9.0,8.3,31.2,2.3,25.6,5.3,0.18,Bottom Water,20.0,8.6,8.3,31.5,2.1,25.5,5.4,0.16,22.24556667,114.0321333,6,-0.10000000000000142
ST3,Southern,2018-07-26,10.0,9.6,8.4,27.4,1.3,30.5,4.2,0.18,Bottom Water,17.0,7.3,8.3,27.9,2.5,29.4,3.0,0.18,22.24556667,114.0321333,6,-1.1000000000000014
ST3,Southern,2018-09-13,3.0,5.2,8.1,29.7,5.7,26.6,21.0,0.42,Bottom Water,3.2,3.9,8.1,29.7,7.8,26.4,20.0,0.42,22.24556667,114.0321333,6,-0.20000000000000284
ST3,Southern,2018-11-22,1.2,5.5,7.7,32.4,21.9,23.8,23.0,0.26,Bottom Water,1.3,5.2,7.7,32.4,23.7,24.1,50.0,0.26,22.24556667,114.0321333,6,0.3000000000000007
ST3,Southern,2019-01-11,1.2,6.8,8.0,33.1,2.1,19.7,13.0,0.19,Bottom Water,0.5,7.2,8.0,33.0,5.9,19.1,77.0,0.19,22.24556667,114.0321333,6,-0.5999999999999979
ST3,Southern,2019-03-14,1.1,6.0,8.0,30.9,3.8,20.6,7.3,0.35,Bottom Water,0.8,5.9,8.0,30.9,6.4,20.5,8.6,0.34,22.24556667,114.0321333,6,-0.10000000000000142
ST3,Southern,2019-05-17,5.1,4.5,8.0,29.2,0.7,27.3,10.0,0.25,Bottom Water,7.6,6.6,7.9,29.1,1.2,26.6,13.0,0.21,22.24556667,114.0321333,6,-0.6999999999999993
ST3,Southern,2019-07-12,44.0,6.5,8.0,23.2,8.0,29.6,5.3,0.41,Bottom Water,7.3,4.9,7.6,23.7,7.8,28.8,5.0,0.47,22.24556667,114.0321333,6,-0.8000000000000007
ST3,Southern,2019-09-05,2.6,4.8,8.0,28.6,7.4,27.7,34.0,0.44,Bottom Water,2.1,4.9,8.0,28.6,9.8,27.4,30.0,0.41,22.24556667,114.0321333,6,-0.3000000000000007
ST3,Southern,2019-11-07,6.7,6.7,7.9,32.4,3.6,26.2,3.1,0.18,Bottom Water,5.3,7.2,7.9,32.4,4.2,26.2,5.4,0.19,22.24556667,114.0321333,6,0.0
ST3,Southern,2020-01-09,2.2,6.8,8.0,32.0,3.6,20.6,14.0,0.49,Bottom Water,1.2,6.1,8.0,32.0,3.5,20.6,13.0,0.52,22.24556667,114.0321333,6,0.0
ST3,Southern,2020-05-25,2.7,5.0,7.7,28.5,2.1,26.0,3.6,0.41,Bottom Water,1.7,4.8,7.7,29.1,3.2,26.2,3.6,0.37,22.24556667,114.0321333,6,0.1999999999999993
ST3,Southern,2020-07-08,19.0,8.1,8.4,25.3,3.7,28.3,20.0,0.29,Bottom Water,25.0,7.3,8.2,25.7,6.1,27.7,16.0,0.24,22.24556667,114.0321333,6,-0.6000000000000014
ST3,Southern,2020-10-15,1.3,5.6,8.0,32.4,7.6,27.1,6.5,0.18,Bottom Water,1.5,5.6,8.0,32.5,8.7,27.0,7.1,0.18,22.24556667,114.0321333,6,-0.10000000000000142
ST3,Southern,2020-11-06,5.9,5.7,7.8,33.1,4.6,24.5,3.9,0.2,Bottom Water,6.0,6.5,7.8,33.2,6.1,24.5,5.8,0.2,22.24556667,114.0321333,6,0.0
ST3,Southern,2021-03-01,1.2,5.2,7.8,31.6,5.1,20.3,1.0,0.24,Bottom Water,1.2,5.0,7.8,31.7,5.8,20.2,2.8,0.24,22.24556667,114.0321333,6,-0.10000000000000142
ST3,Southern,2021-05-05,1.8,4.9,7.5,30.8,3.6,25.8,8.7,0.28,Bottom Water,1.0,4.5,7.4,31.4,3.4,25.4,7.8,0.28,22.24556667,114.0321333,6,-0.40000000000000213
ST3,Southern,2021-06-02,7.9,6.0,7.6,25.2,3.9,27.9,2.4,0.47,Bottom Water,8.2,4.9,7.3,28.8,6.6,27.1,3.5,0.47,22.24556667,114.0321333,6,-0.7999999999999972
ST3,Southern,2021-07-14,13.0,4.6,7.6,27.6,3.6,29.6,3.9,0.22,Bottom Water,13.0,5.2,7.5,27.8,3.4,29.1,4.4,0.26,22.24556667,114.0321333,6,-0.5
ST3,Southern,2021-09-13,17.0,6.9,8.0,31.0,8.3,29.4,3.6,0.28,Bottom Water,9.7,5.9,7.9,31.2,8.4,28.9,2.5,0.27,22.24556667,114.0321333,6,-0.5
ST3,Southern,2021-11-04,8.2,5.7,7.6,32.9,8.3,26.5,12.0,0.27,Bottom Water,8.7,5.3,7.6,32.9,7.4,26.2,10.0,0.29,22.24556667,114.0321333,6,-0.3000000000000007
ST3,Southern,2022-01-21,0.7,7.5,7.5,33.4,11.6,19.2,10.0,0.31,Bottom Water,0.8,5.6,7.5,33.4,11.9,19.2,15.0,0.32,22.24556667,114.0321333,6,0.0
ST3,Southern,2022-05-23,2.3,6.7,8.3,27.8,6.2,25.6,8.3,0.33,Bottom Water,2.7,8.3,8.3,28.5,6.3,25.7,1.3,0.32,22.24556667,114.0321333,6,0.09999999999999787
ST3,Southern,2022-06-15,3.2,4.8,7.9,23.9,6.3,26.9,2.0,0.64,Bottom Water,3.3,5.2,7.8,25.0,6.3,26.7,3.3,0.56,22.24556667,114.0321333,6,-0.1999999999999993
ST3,Southern,2022-07-07,1.0,5.5,7.8,18.3,7.2,27.9,2.7,0.88,Bottom Water,1.2,5.5,7.7,21.9,8.1,27.2,4.1,0.81,22.24556667,114.0321333,6,-0.6999999999999993
ST3,Southern,2022-09-15,5.7,4.2,7.3,31.0,53.5,29.3,6.6,0.25,Bottom Water,4.2,4.5,7.3,31.1,94.5,28.8,14.0,0.26,22.24556667,114.0321333,6,-0.5
ST3,Southern,2022-11-21,17.0,6.1,7.3,32.6,94.3,24.8,5.2,0.19,Bottom Water,13.0,8.5,7.3,32.7,48.0,24.8,7.5,0.2,22.24556667,114.0321333,6,0.0
TM2,Tolo Harbour and Channel,1986-01-08,31.0,9.9,8.5,32.1,5.9,15.9,15.0,0.1,Bottom Water,21.0,8.4,8.4,32.3,6.3,15.9,40.0,0.13,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1986-01-22,12.0,8.2,8.6,32.1,2.7,17.4,3.0,0.22,Bottom Water,7.5,7.6,8.5,32.2,2.8,17.5,4.0,0.25,22.4124,114.2180833,4,0.10000000000000142
TM2,Tolo Harbour and Channel,1986-02-05,20.0,6.1,7.9,31.6,5.1,16.3,3.5,0.7,Bottom Water,5.3,5.4,7.8,32.5,4.6,16.8,2.5,0.33,22.4124,114.2180833,4,0.5
TM2,Tolo Harbour and Channel,1986-02-19,46.0,7.0,8.1,29.3,7.6,16.2,8.5,0.48,Bottom Water,33.0,5.5,8.0,29.9,7.5,16.1,8.5,0.45,22.4124,114.2180833,4,-0.09999999999999787
TM2,Tolo Harbour and Channel,1986-03-05,2.7,9.2,8.2,31.5,1.3,14.7,2.0,0.51,Bottom Water,13.0,9.0,8.2,32.1,2.1,14.4,4.0,0.12,22.4124,114.2180833,4,-0.29999999999999893
TM2,Tolo Harbour and Channel,1986-03-19,2.3,6.1,8.3,31.8,2.0,17.7,2.0,0.52,Bottom Water,1.7,5.4,8.3,32.0,1.9,17.1,5.0,0.45,22.4124,114.2180833,4,-0.5999999999999979
TM2,Tolo Harbour and Channel,1986-04-02,8.0,6.6,8.0,31.3,6.4,17.1,5.0,0.54,Bottom Water,7.8,6.6,8.0,31.5,7.8,17.0,4.0,0.52,22.4124,114.2180833,4,-0.10000000000000142
TM2,Tolo Harbour and Channel,1986-04-16,24.0,7.0,8.4,30.1,7.6,19.7,4.5,0.38,Bottom Water,12.0,5.2,8.2,30.7,2.8,19.0,8.0,0.17,22.4124,114.2180833,4,-0.6999999999999993
TM2,Tolo Harbour and Channel,1986-04-30,79.0,13.3,8.1,30.2,11.0,23.6,34.0,0.03,Bottom Water,22.0,7.6,8.5,30.5,5.4,22.5,6.5,0.01,22.4124,114.2180833,4,-1.1000000000000014
TM2,Tolo Harbour and Channel,1986-05-14,17.0,3.2,8.3,27.2,5.5,26.5,4.5,0.27,Bottom Water,0.8,1.5,7.8,31.5,2.8,23.3,3.0,0.25,22.4124,114.2180833,4,-3.1999999999999993
TM2,Tolo Harbour and Channel,1986-05-28,42.0,8.4,8.6,29.5,5.6,27.2,16.0,0.39,Bottom Water,15.0,2.8,8.2,30.5,4.6,25.2,5.0,0.19,22.4124,114.2180833,4,-2.0
TM2,Tolo Harbour and Channel,1986-06-10,3.0,6.5,8.8,25.4,4.7,26.0,3.0,0.26,Bottom Water,3.5,0.6,7.8,30.4,3.6,26.0,3.5,0.09,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1986-06-25,46.0,6.4,8.3,29.9,4.9,28.7,3.0,0.11,Bottom Water,16.0,4.8,8.1,30.9,3.2,28.6,2.5,0.1,22.4124,114.2180833,4,-0.09999999999999787
TM2,Tolo Harbour and Channel,1986-07-09,8.5,6.4,8.4,29.5,3.4,29.4,1.5,0.48,Bottom Water,3.1,0.3,7.9,33.0,7.5,25.5,15.0,0.23,22.4124,114.2180833,4,-3.8999999999999986
TM2,Tolo Harbour and Channel,1986-07-23,16.0,6.1,8.2,28.7,2.5,28.1,2.0,0.14,Bottom Water,6.5,4.5,8.1,29.3,2.2,27.7,2.5,0.16,22.4124,114.2180833,4,-0.40000000000000213
TM2,Tolo Harbour and Channel,1986-08-06,22.0,15.4,8.7,29.5,3.3,31.2,5.5,0.01,Bottom Water,9.7,6.1,8.4,30.0,4.5,29.9,13.0,0.12,22.4124,114.2180833,4,-1.3000000000000007
TM2,Tolo Harbour and Channel,1986-08-22,4.6,4.4,8.2,24.0,3.7,29.1,2.0,0.38,Bottom Water,0.6,3.4,7.9,27.5,7.3,29.2,6.5,0.17,22.4124,114.2180833,4,0.09999999999999787
TM2,Tolo Harbour and Channel,1986-09-03,8.3,8.6,8.6,31.0,4.0,29.8,4.5,0.11,Bottom Water,4.0,1.8,8.2,33.0,6.4,28.2,4.0,0.35,22.4124,114.2180833,4,-1.6000000000000014
TM2,Tolo Harbour and Channel,1986-09-17,2.7,6.2,8.2,28.9,5.1,29.0,1.5,0.16,Bottom Water,4.4,2.6,8.0,30.2,3.1,29.2,1.0,0.23,22.4124,114.2180833,4,0.1999999999999993
TM2,Tolo Harbour and Channel,1986-10-01,24.0,5.0,8.4,30.7,5.0,26.8,2.5,0.29,Bottom Water,32.0,3.3,8.3,30.7,21.0,26.8,9.5,0.2,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1986-10-15,16.0,3.6,8.2,31.8,2.7,27.2,0.5,0.15,Bottom Water,4.8,0.9,8.3,32.4,3.2,26.9,0.5,0.22,22.4124,114.2180833,4,-0.3000000000000007
TM2,Tolo Harbour and Channel,1986-10-29,7.2,4.6,7.9,30.9,6.5,24.4,5.0,0.5,Bottom Water,5.9,5.1,8.0,31.2,5.1,24.6,6.0,0.31,22.4124,114.2180833,4,0.20000000000000284
TM2,Tolo Harbour and Channel,1986-11-12,39.0,7.1,8.4,30.7,2.9,22.2,5.5,0.34,Bottom Water,6.5,4.8,8.2,32.3,30.0,22.9,24.0,0.27,22.4124,114.2180833,4,0.6999999999999993
TM2,Tolo Harbour and Channel,1986-11-26,17.0,6.3,8.2,30.7,6.2,21.0,2.5,0.47,Bottom Water,13.0,4.6,8.2,30.8,4.9,21.8,3.0,0.5,22.4124,114.2180833,4,0.8000000000000007
TM2,Tolo Harbour and Channel,1986-12-10,28.0,6.6,8.4,30.7,4.8,19.3,5.0,0.43,Bottom Water,25.0,4.1,8.3,31.4,9.6,19.8,13.0,0.24,22.4124,114.2180833,4,0.5
TM2,Tolo Harbour and Channel,1986-12-23,8.4,6.6,8.3,30.8,9.5,18.7,3.5,0.76,Bottom Water,13.0,5.5,8.2,30.9,5.1,18.6,3.5,0.84,22.4124,114.2180833,4,-0.09999999999999787
TM2,Tolo Harbour and Channel,1987-01-07,140.0,9.2,8.6,28.2,6.1,18.8,9.5,0.3,Bottom Water,37.0,5.9,8.3,31.2,4.6,18.7,38.0,0.24,22.4124,114.2180833,4,-0.10000000000000142
TM2,Tolo Harbour and Channel,1987-01-21,1.0,5.0,8.2,31.0,2.4,18.2,1.0,0.33,Bottom Water,1.9,4.9,8.2,31.0,2.5,18.3,1.5,0.37,22.4124,114.2180833,4,0.10000000000000142
TM2,Tolo Harbour and Channel,1987-02-04,19.0,8.9,8.3,30.3,3.2,16.9,2.5,0.67,Bottom Water,19.0,8.7,8.2,30.3,2.8,16.9,24.0,0.64,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1987-02-17,29.0,6.7,8.4,30.0,3.8,19.2,1.0,0.49,Bottom Water,2.3,5.3,8.1,30.8,3.5,19.1,1.5,0.48,22.4124,114.2180833,4,-0.09999999999999787
TM2,Tolo Harbour and Channel,1987-03-04,4.2,6.7,8.1,30.2,3.3,18.3,8.5,0.83,Bottom Water,3.8,5.6,8.0,30.3,3.2,18.3,7.0,0.33,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1987-03-18,2.3,5.5,8.1,25.4,23.0,20.3,22.0,0.7,Bottom Water,0.8,5.3,8.1,30.4,11.5,20.3,8.0,0.28,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1987-04-01,19.0,7.8,8.3,29.8,4.2,21.0,13.0,0.55,Bottom Water,0.2,6.1,8.2,30.3,3.1,20.8,4.5,0.36,22.4124,114.2180833,4,-0.1999999999999993
TM2,Tolo Harbour and Channel,1987-04-15,11.0,5.4,7.5,27.9,3.8,19.8,4.0,0.95,Bottom Water,2.1,4.8,7.8,30.2,0.6,20.7,1.5,0.43,22.4124,114.2180833,4,0.8999999999999986
TM2,Tolo Harbour and Channel,1987-04-29,32.0,7.4,8.3,29.9,2.8,23.4,9.0,0.04,Bottom Water,19.0,5.1,8.2,30.6,2.1,23.4,6.5,0.03,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1987-05-13,22.0,12.9,8.0,29.7,18.9,27.2,20.0,0.27,Bottom Water,12.0,6.1,7.9,29.9,12.3,24.4,11.0,0.32,22.4124,114.2180833,4,-2.8000000000000007
TM2,Tolo Harbour and Channel,1987-05-27,26.0,5.2,8.2,25.1,4.3,25.8,9.0,0.42,Bottom Water,12.0,2.8,8.0,29.8,2.6,24.7,4.5,0.45,22.4124,114.2180833,4,-1.1000000000000014
TM2,Tolo Harbour and Channel,1987-06-10,12.0,6.2,8.2,25.9,2.9,25.2,5.5,0.53,Bottom Water,2.3,3.0,8.2,29.6,1.4,25.4,2.5,0.27,22.4124,114.2180833,4,0.1999999999999993
TM2,Tolo Harbour and Channel,1987-06-24,2.7,4.0,7.9,29.0,3.1,26.6,3.5,0.18,Bottom Water,2.1,4.2,7.9,29.5,2.9,26.3,4.0,0.13,22.4124,114.2180833,4,-0.3000000000000007
TM2,Tolo Harbour and Channel,1987-07-09,26.0,8.1,8.5,27.1,3.9,29.3,13.0,0.15,Bottom Water,6.5,5.5,8.2,29.5,3.4,29.8,4.0,0.22,22.4124,114.2180833,4,0.5
TM2,Tolo Harbour and Channel,1987-07-22,14.0,5.5,8.2,31.5,5.0,29.0,10.0,0.03,Bottom Water,11.0,5.2,8.1,31.8,2.7,28.9,12.0,0.03,22.4124,114.2180833,4,-0.10000000000000142
TM2,Tolo Harbour and Channel,1987-08-05,34.0,8.9,8.1,28.6,6.5,27.9,7.5,0.11,Bottom Water,33.0,1.4,8.0,32.7,8.3,25.0,9.0,0.15,22.4124,114.2180833,4,-2.8999999999999986
TM2,Tolo Harbour and Channel,1987-08-19,24.0,13.2,8.6,28.9,4.7,29.0,10.0,0.71,Bottom Water,8.8,6.4,8.2,30.7,5.1,28.2,6.0,0.22,22.4124,114.2180833,4,-0.8000000000000007
TM2,Tolo Harbour and Channel,1987-09-02,5.3,8.2,8.6,29.9,5.1,28.9,5.0,0.24,Bottom Water,5.7,6.3,8.4,31.3,6.1,28.7,2.0,0.16,22.4124,114.2180833,4,-0.1999999999999993
TM2,Tolo Harbour and Channel,1987-09-16,7.6,6.5,8.6,30.5,8.3,28.9,13.0,0.28,Bottom Water,14.0,5.0,8.5,31.2,11.5,28.8,3.5,0.18,22.4124,114.2180833,4,-0.09999999999999787
TM2,Tolo Harbour and Channel,1987-09-30,81.0,7.0,8.6,29.9,14.0,27.1,4.0,0.13,Bottom Water,82.0,6.2,8.6,30.5,8.0,27.0,1.0,0.03,22.4124,114.2180833,4,-0.10000000000000142
TM2,Tolo Harbour and Channel,1987-10-28,4.6,5.2,8.1,29.2,8.0,24.2,3.0,0.56,Bottom Water,2.5,4.2,8.1,33.1,3.5,25.1,1.5,0.34,22.4124,114.2180833,4,0.9000000000000021
TM2,Tolo Harbour and Channel,1987-11-11,9.5,5.9,8.3,31.1,5.2,24.0,3.5,0.46,Bottom Water,7.4,2.9,8.3,32.4,4.6,24.2,2.0,0.32,22.4124,114.2180833,4,0.1999999999999993
TM2,Tolo Harbour and Channel,1987-11-25,6.1,4.2,7.9,31.2,2.2,23.5,5.0,0.6,Bottom Water,5.0,4.0,8.0,32.5,1.6,23.5,2.0,0.48,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1987-12-23,16.0,8.5,8.3,31.8,5.5,17.1,7.5,0.17,Bottom Water,9.3,8.9,8.2,31.9,5.0,17.1,6.0,0.07,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1988-01-06,39.0,8.2,8.5,32.2,6.1,18.0,20.0,0.66,Bottom Water,9.5,7.2,8.3,33.8,3.2,18.5,6.0,0.15,22.4124,114.2180833,4,0.5
TM2,Tolo Harbour and Channel,1988-01-20,2.5,6.4,8.2,30.4,2.0,18.5,12.0,0.56,Bottom Water,1.0,7.0,8.2,31.0,2.0,18.5,36.0,0.29,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1988-02-03,33.0,7.0,8.4,30.2,3.0,18.4,20.0,0.59,Bottom Water,31.0,7.3,8.4,31.1,3.0,18.7,17.0,0.15,22.4124,114.2180833,4,0.3000000000000007
TM2,Tolo Harbour and Channel,1988-03-02,6.1,6.2,8.2,30.5,2.9,16.3,13.0,0.7,Bottom Water,5.9,6.2,8.1,30.7,2.0,16.3,3.5,0.58,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1988-03-16,7.8,5.7,8.2,31.9,4.6,16.3,25.0,0.06,Bottom Water,3.2,4.4,8.0,32.1,3.0,16.0,18.0,0.06,22.4124,114.2180833,4,-0.3000000000000007
TM2,Tolo Harbour and Channel,1988-03-30,10.0,6.4,8.4,30.0,6.6,17.7,16.0,0.25,Bottom Water,33.0,6.2,8.3,30.0,9.8,17.7,17.0,0.36,22.4124,114.2180833,4,0.0
TM2,Tolo Harbour and Channel,1988-04-13,0.4,7.6,7.9,27.8,3.2,18.0,2.0,0.42,Bottom Water,30.0,1.7,8.5,31.4,14.5,17.2,6.5,0.58,22.4124,114.2180833,4,-0.8000000000000007
TM2,Tolo Harbour and Channel,1988-04-27,110.0,9.1,8.3,30.3,21.2,21.0,8.5,0.87,Bottom Water,0.2,1.8,8.1,31.0,3.9,19.0,1.5,0.35,22.4124,114.2180833,4,-2.0
TM2,Tolo Harbour and Channel,1988-05-11,130.0,11.5,9.0,24.3,9.7,24.3,9.0,0.06,Bottom Water,78.0,3.6,8.8,24.9,8.0,23.6,7.0,0.08,22.4124,114.2180833,4,-0.6999999999999993
TM2,Tolo Harbour and Channel,1988-05-19,12.0,6.0,8.4,29.4,7.3,25.5,5.0,0.65,Bottom Water,1.5,2.3,8.3,30.5,4.0,25.1,2.0,0.28,22.4124,114.2180833,4,-0.3999999999999986
TM2,Tolo Harbour and Channel,1988-05-25,3.8,2.5,8.0,31.9,2.8,24.8,2.0,0.28,Bottom Water,2.7,2.5,8.1,32.0,5.8,24.7,2.0,0.28,22.4124,114.2180833,4,-0.10000000000000142
